,Artist,Track,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms,Title,Channel,Views,Likes,Licensed,Stream
234,Snoop Dogg,From The D 2 The LBC (with Snoop Dogg),0.718,0.768,7.0,-7.87,0.25,0.0988,0.0,0.0957,0.591,164.038,213745.0,Eminem & Snoop Dogg - From The D 2 The LBC [Official Music Video],EminemVEVO,70515275.0,2308329.0,True,46192225.0
235,Snoop Dogg,Sweat - Remix,0.813,0.732,7.0,-5.636,0.03,0.0597,0.00137,0.0826,0.731,130.02,195987.0,Snoop Dogg - 'Sweat' Snoop Dogg vs David Guetta (Remix) [Official Video],SnoopDoggVEVO,237582702.0,1010443.0,True,222949118.0
236,Snoop Dogg,Beautiful,0.907,0.695,11.0,-6.268,0.135,0.246,0.0,0.0808,0.961,101.007,298307.0,Snoop Dogg - Beautiful (Official Music Video) ft. Pharrell Williams,SnoopDoggVEVO,202432469.0,1231331.0,True,202521145.0
237,Snoop Dogg,I Wanna Fuck You,0.861,0.48,7.0,-8.433,0.0512,0.0459,0.0,0.351,0.278,99.972,178840.0,Akon ft Snoop Dogg - I Wanna Fuck You  Official Music Video (HD),gurra12,31364.0,373.0,False,82111629.0
238,Snoop Dogg,Qué Maldición,0.755,0.531,9.0,-8.051,0.196,0.213,0.0,0.13,0.683,177.951,203360.0,BANDA MS FEAT. SNOOP DOGG - QUÉ MALDICIÓN (Video Animado),Lizos Music,84170696.0,1245805.0,True,124225906.0
240,Lil Wayne,Love Me,0.669,0.634,11.0,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906,255053.0,"Lil Wayne - Love Me ft. Drake, Future (Explicit) (Official Music Video)",LilWayneVEVO,475532733.0,2941752.0,True,433564491.0
241,Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.502,0.786,9.0,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,243491.0,"Lil Wayne, Wiz Khalifa & Imagine Dragons w/ Logic & Ty Dolla $ign ft X Ambassadors - Sucker for Pain",Atlantic Records,788318126.0,6142541.0,True,1004661276.0
242,Lil Wayne,Mirror,0.328,0.622,5.0,-7.291,0.0866,0.858,0.0,0.104,0.401,74.267,228093.0,Lil Wayne - Mirror ft. Bruno Mars (Official Music Video),LilWayneVEVO,764982505.0,4833883.0,True,417139141.0
243,Lil Wayne,Forever,0.457,0.906,5.0,-2.278,0.342,0.249,0.0,0.182,0.54,104.02,357707.0,"Drake, Kanye West, Lil Wayne, Eminem - Forever (Explicit Version) (Official Music Video)",DrakeVEVO,351589402.0,2019702.0,True,461843097.0
244,Lil Wayne,6 Foot 7 Foot,0.364,0.752,2.0,-5.429,0.304,0.0007,0.0,0.318,0.606,79.119,248587.0,Lil Wayne - 6 Foot 7 Foot ft. Cory Gunz (Explicit) (Official Music Video),LilWayneVEVO,180051134.0,1119672.0,True,404959319.0
245,Lil Wayne,Lollipop,0.832,0.43,0.0,-9.39,0.0826,0.0606,0.00323,0.124,0.462,148.074,299333.0,Lil Wayne - Lollipop (Official Music Video) ft. Static,LilWayneVEVO,524707468.0,2641825.0,True,387665450.0
246,Lil Wayne,A Milli,0.663,0.688,6.0,-8.659,0.283,0.0391,0.00224,0.223,0.731,151.589,221813.0,Lil Wayne - A Milli,LilWayneVEVO,11856519.0,192622.0,True,432215037.0
247,Lil Wayne,Scared of the Dark (feat. XXXTENTACION),0.443,0.623,0.0,-6.717,0.0718,0.0468,0.0,0.247,0.156,79.365,233000.0,"Lil Wayne, XXXTENTACION & Ty Dolla $ign - Scared of the Dark [Traduzione Italiana]",DistrictMusic,7163.0,256.0,False,205327632.0
248,Lil Wayne,ay! (feat. Lil Wayne),0.742,0.617,2.0,-6.689,0.0345,0.05,5.92e-05,0.0711,0.491,147.002,124188.0,Machine Gun Kelly & Lil Wayne - ay! (Official Music Video),MGKVEVO,19671055.0,273280.0,True,62736773.0
249,Lil Wayne,Right Above It,0.376,0.841,3.0,-4.348,0.356,0.0435,0.0,0.578,0.463,76.052,271947.0,Right Above It (Explicit),Lil Wayne - Topic,46104250.0,370102.0,True,238468772.0
250,Sia,Snowman,0.716,0.512,1.0,-6.257,0.0331,0.483,0.0,0.0928,0.326,104.957,165907.0,Sia - Snowman [Official Video],Sia,215540369.0,4266217.0,True,644668215.0
251,Sia,Unstoppable,0.468,0.779,9.0,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,217747.0,Sia - Unstoppable (Official Video - Live from the Nostalgic For The Present Tour),Sia,151276432.0,1964768.0,True,731776557.0
252,Sia,Chandelier,0.399,0.787,1.0,-2.88,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,216120.0,Sia - Chandelier (Official Video),SiaVEVO,2581536372.0,12476394.0,True,1404231856.0
253,Sia,Dusk Till Dawn (feat. Sia) - Radio Edit,0.259,0.437,11.0,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,239000.0,ZAYN - Dusk Till Dawn (Official Video) ft. Sia,ZaynVEVO,1953769806.0,14149628.0,True,1378235205.0
254,Sia,Cheap Thrills,0.628,0.698,6.0,-5.608,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667.0,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,SiaVEVO,1788225602.0,8821956.0,True,1538447140.0
255,Sia,"Genius (feat. Sia, Diplo, and Labrinth)",0.603,0.615,11.0,-4.931,0.165,0.0799,6.72e-05,0.117,0.561,158.657,213707.0,"LSD - Genius ft. Sia, Diplo, Labrinth",SiaVEVO,331492365.0,3990442.0,True,411692294.0
256,Sia,Elastic Heart,0.421,0.791,9.0,-4.998,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,257200.0,Sia - Elastic Heart feat. Shia LaBeouf & Maddie Ziegler (Official Video),SiaVEVO,1261263786.0,5191365.0,True,733035056.0
257,Sia,Unstoppable - R3HAB Remix,0.678,0.744,6.0,-4.058,0.234,0.495,2.35e-05,0.0631,0.433,101.987,162353.0,"Sia, R3HAB - Unstoppable (R3HAB Remix (Visualizer))",SiaVEVO,1298279.0,32710.0,True,34819346.0
258,Sia,Del Mar,0.759,0.636,6.0,-5.585,0.0369,0.0224,0.000143,0.166,0.536,109.976,214507.0,Ozuna x Doja Cat x Sia - Del Mar (Video Oficial),Ozuna,106746356.0,988318.0,True,300286185.0
259,Sia,Santa's Coming for Us,0.547,0.814,1.0,-6.191,0.12,0.0215,0.0,0.0475,0.724,92.986,205267.0,Sia - Santa's Coming For Us,SiaVEVO,50685969.0,494298.0,True,191151662.0
260,Fleetwood Mac,Dreams - 2004 Remaster,0.828,0.492,0.0,-9.744,0.0276,0.0644,0.00428,0.128,0.789,120.151,257800.0,Fleetwood Mac - Dreams (Official Music Video),Fleetwood Mac,41698012.0,476988.0,True,1145814659.0
261,Fleetwood Mac,The Chain - 2004 Remaster,0.545,0.67,9.0,-8.81,0.0496,0.009,0.000822,0.0451,0.481,151.553,270213.0,The Chain (2004 Remaster),Fleetwood Mac - Topic,63168341.0,618971.0,True,800258505.0
262,Fleetwood Mac,Everywhere - 2017 Remaster,0.73,0.487,4.0,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,226653.0,Fleetwood Mac - Everywhere (Official Music Video),Fleetwood Mac,53248522.0,342799.0,True,615384523.0
263,Fleetwood Mac,Go Your Own Way - 2004 Remaster,0.583,0.947,5.0,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,223613.0,Fleetwood Mac - Go Your Own Way (Official Music Video),Fleetwood Mac,5109177.0,44832.0,True,732367244.0
264,Fleetwood Mac,Landslide,0.414,0.161,7.0,-22.32,0.0318,0.883,0.000223,0.117,0.423,159.375,199493.0,Fleetwood Mac - Landslide (Official Music Video) [HD],Fleetwood Mac,76081765.0,451100.0,True,512338633.0
265,Fleetwood Mac,Don't Stop - 2004 Remaster,0.671,0.71,9.0,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,118.745,193347.0,Fleetwood Mac - Don't Stop (Official Music Video),Fleetwood Mac,5410145.0,42737.0,True,252302426.0
266,Fleetwood Mac,Little Lies - 2017 Remaster,0.64,0.649,2.0,-10.345,0.0264,0.216,8.3e-05,0.0551,0.865,124.825,221053.0,Fleetwood Mac - Little Lies (Official Music Video),Fleetwood Mac,49292398.0,385402.0,True,298619427.0
267,Fleetwood Mac,Rhiannon,0.723,0.49,9.0,-14.745,0.0296,0.111,0.0946,0.0923,0.795,129.012,252773.0,Fleetwood Mac - Rhiannon (Official Music VIdeo),Fleetwood Mac,8490005.0,61004.0,True,302893047.0
268,Fleetwood Mac,Gypsy,0.622,0.54,5.0,-13.99,0.0261,0.017,0.00771,0.265,0.847,130.879,264907.0,Fleetwood Mac - Gypsy (Official Music Video),Fleetwood Mac,81512369.0,436530.0,True,213673856.0
269,Fleetwood Mac,Never Going Back Again - 2004 Remaster,0.654,0.336,6.0,-12.825,0.0379,0.858,0.385,0.0786,0.947,176.083,134400.0,Never Going Back Again (2004 Remaster),Fleetwood Mac - Topic,2246595.0,23628.0,True,189357854.0
270,ABBA,Dancing Queen,0.543,0.87,9.0,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230400.0,Abba - Dancing Queen (Official Music Video Remastered),AbbaVEVO,679721429.0,3253260.0,True,877774503.0
271,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),0.749,0.491,10.0,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528,292613.0,ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),AbbaVEVO,361288115.0,3156029.0,True,519184335.0
272,ABBA,Mamma Mia,0.749,0.748,2.0,-7.011,0.0323,0.295,0.000443,0.469,0.827,137.547,213267.0,Abba - Mamma Mia (Official Music Video),AbbaVEVO,272724820.0,1324658.0,True,375576936.0
273,ABBA,Angeleyes,0.719,0.922,11.0,-6.091,0.0338,0.523,0.000163,0.0867,0.964,133.113,260893.0,ABBA - Angeleyes,Nicolle Inverno,7540645.0,51162.0,False,135342126.0
274,ABBA,The Winner Takes It All,0.454,0.788,6.0,-6.748,0.0371,0.574,0.000766,0.0859,0.52,126.15,294720.0,ABBA - The Winner Takes It All (Video),AbbaVEVO,115380254.0,512491.0,True,295039369.0
275,ABBA,Take A Chance On Me,0.684,0.675,11.0,-8.123,0.0257,0.163,0.0,0.242,0.924,107.064,243933.0,ABBA - Take A Chance On Me (Official Music Video),AbbaVEVO,142034489.0,512716.0,True,250065301.0
276,ABBA,Lay All Your Love On Me,0.678,0.727,2.0,-7.844,0.0258,0.117,0.00396,0.354,0.71,133.481,274467.0,Abba - Lay all your love on me - 0riginal Video,LONNIE,2968673.0,39389.0,False,252601051.0
277,ABBA,Waterloo,0.445,0.949,2.0,-4.682,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,168960.0,Abba - Waterloo (Official Music Video),AbbaVEVO,77339439.0,368779.0,True,222521002.0
278,ABBA,Chiquitita,0.5,0.554,9.0,-8.108,0.0354,0.734,3.72e-06,0.312,0.372,84.229,326320.0,Abba - Chiquitita (Official Music Video),AbbaVEVO,219881780.0,1203620.0,True,210743145.0
279,ABBA,Super Trouper,0.764,0.626,0.0,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34,252853.0,ABBA - Super Trouper (Video),AbbaVEVO,90572907.0,375323.0,True,208513838.0
280,Frank Sinatra,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),0.652,0.259,2.0,-13.336,0.0595,0.903,0.0,0.362,0.836,142.169,155453.0,Frank Sinatra - Let It Snow! Let It Snow! Let It Snow! (Official Music Video),FrankSinatraVEVO,13683856.0,144902.0,True,471405587.0
281,Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999,0.262,0.137,8.0,-15.235,0.0344,0.913,6.74e-06,0.267,0.288,92.183,206600.0,Frank Sinatra - Have Yourself A Merry Little Christmas (Official Video),FrankSinatraVEVO,6422826.0,94812.0,True,126469786.0
282,Frank Sinatra,Jingle Bells - Remastered 1999,0.512,0.339,8.0,-13.119,0.0498,0.727,0.0,0.0977,0.951,174.609,120693.0,Frank Sinatra - Jingle Bells,FrankSinatraVEVO,15255986.0,286935.0,True,177473609.0
283,Frank Sinatra,My Way,0.401,0.381,2.0,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454,276800.0,"Frank Sinatra - My Way (Live At Madison Square Garden, New York City / 1974 / 2019 Edit)",FrankSinatraVEVO,40356494.0,323576.0,True,329370178.0
284,Frank Sinatra,Somethin' Stupid,0.257,0.338,4.0,-12.902,0.0357,0.736,0.0,0.252,0.544,207.356,162493.0,Frank and Nancy Sinatra - Somethin' Stupid (1967),Glen Campbell and Much Much More,420791.0,5476.0,False,182673374.0
285,Frank Sinatra,Santa Claus Is Comin' to Town,0.646,0.204,10.0,-11.957,0.0565,0.826,0.0,0.312,0.688,140.281,154640.0,Santa Claus is Coming To Town - Frank Sinatra HQ Christmas,Sands-show,1679701.0,23726.0,False,88041370.0
286,Frank Sinatra,Fly Me To The Moon (In Other Words),0.668,0.26,7.0,-14.256,0.0523,0.453,0.0,0.0621,0.368,119.416,147000.0,Fly Me To The Moon (2008 Remastered),Frank Sinatra - Topic,135669950.0,1746670.0,True,506872698.0
287,Frank Sinatra,Strangers In The Night,0.259,0.473,5.0,-8.275,0.0295,0.592,0.0,0.201,0.539,90.348,157867.0,Frank Sinatra - Strangers In The Night,FrankSinatraVEVO,14266051.0,131664.0,True,143712745.0
288,Frank Sinatra,That's Life,0.56,0.434,4.0,-14.151,0.0729,0.55,0.0,0.346,0.664,112.803,187040.0,Frank Sinatra - That's Life,Georgia Rainbow,45558716.0,271523.0,False,212972149.0
289,Frank Sinatra,Silent Night - 1999 Remaster,0.252,0.118,8.0,-17.62,0.0328,0.945,6.2e-05,0.117,0.14,87.575,146293.0,Frank Sinatra - Silent Night (Visualizer),FrankSinatraVEVO,43026.0,932.0,True,42053170.0
290,Tiësto,10:35,0.696,0.793,8.0,-5.733,0.097,0.0683,3.78e-06,0.18,0.698,120.003,172253.0,Tiësto - 10:35 (feat. Tate McRae) (Official Music Video),Tiësto,12850997.0,137385.0,True,107996524.0
291,Tiësto,The Motto,0.754,0.763,7.0,-4.627,0.0435,0.0301,2.23e-05,0.0901,0.464,117.953,164819.0,Tiësto & Ava Max - The Motto (Official Music Video),Tiësto,124255684.0,980422.0,True,547871739.0
292,Tiësto,Don't Be Shy,0.77,0.787,11.0,-3.748,0.0583,0.198,0.0,0.262,0.513,119.986,140500.0,Tiësto & Karol G - Don't Be Shy (Official Music Video),Tiësto,329901294.0,2401650.0,True,481307838.0
293,Tiësto,Lay Low,0.534,0.855,1.0,-4.923,0.183,0.0607,0.000263,0.346,0.42,122.06,153443.0,Tiësto - Lay Low (Official Visualizer),Tiësto,2192535.0,28849.0,True,18374300.0
294,Tiësto,The Business,0.798,0.62,8.0,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,164000.0,Tiësto - The Business (Official Music Video),Tiësto,236818708.0,1836947.0,True,980693352.0
295,Tiësto,Hot In It,0.748,0.841,7.0,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,129817.0,Tiësto & Charli XCX - Hot In It [Official Music Video],Tiësto,5891427.0,96134.0,True,117679131.0
296,Tiësto,Pump It Louder,0.66,0.942,4.0,-2.273,0.185,0.00789,1.76e-05,0.834,0.543,126.017,158571.0,Tiësto & Black Eyed Peas - Pump It Louder (Official Video),Tiësto,2099152.0,61252.0,True,27908495.0
297,Tiësto,Another Love - Tiësto Remix,0.79,0.764,4.0,-4.685,0.0737,0.0836,0.0871,0.132,0.473,123.046,185366.0,Tom Odell- Another Love (Tiësto Remix),Tiësto,2182357.0,31412.0,False,38610617.0
298,Tiësto,Baila Conmigo,0.652,0.855,7.0,-6.411,0.0775,0.00658,0.409,0.341,0.0834,127.964,146250.0,Tiësto - Baila Conmigo (Official Lyric Video),Tiësto,2087256.0,32315.0,True,32419330.0
299,Tiësto,Jackie Chan,0.747,0.833,3.0,-2.867,0.045,0.374,0.0,0.0586,0.687,128.008,215760.0,Tiësto & Dzeko ft. Preme & Post Malone – Jackie Chan (Official Music Video),TiestoVEVO,52275235.0,520812.0,True,782756255.0
300,Elton John,Cold Heart - PNAU Remix,0.795,0.8,1.0,-6.32,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735.0,"Elton John, Dua Lipa - Cold Heart (PNAU Remix) (Official Video)",EltonJohnVEVO,396909270.0,2532714.0,True,1357658479.0
301,Elton John,I'm Still Standing,0.504,0.904,6.0,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,183440.0,Elton John - I'm Still Standing,EltonJohnVEVO,170453554.0,1658219.0,True,649281620.0
302,Elton John,Hold Me Closer,0.658,0.783,0.0,-4.615,0.113,0.0798,0.00018,0.187,0.491,126.027,202246.0,"Elton John, Britney Spears - Hold Me Closer (Official Video)",EltonJohnVEVO,15181510.0,165237.0,True,190102352.0
303,Elton John,"Rocket Man (I Think It's Going To Be A Long, Long Time)",0.601,0.532,10.0,-9.119,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,281613.0,Elton John - Rocket Man (Official Music Video),EltonJohnVEVO,129299713.0,960562.0,True,828968108.0
304,Elton John,Your Song,0.554,0.315,3.0,-11.028,0.0298,0.828,5.53e-06,0.101,0.325,128.157,241787.0,Elton John - Your Song (1970 Original Video) (HD 720p),NVNCBL,1591571.0,22237.0,False,654292280.0
305,Elton John,Don't Go Breaking My Heart,0.729,0.844,5.0,-8.824,0.0344,0.149,2.87e-06,0.0604,0.777,131.459,275440.0,Elton John - Don't Go Breaking My Heart (with Kiki Dee),EltonJohnVEVO,87086359.0,638960.0,True,562468940.0
306,Elton John,Tiny Dancer,0.414,0.428,0.0,-11.097,0.0278,0.382,0.000243,0.148,0.282,145.075,377093.0,Elton John - Tiny Dancer (Official Music Video),EltonJohnVEVO,155579484.0,650110.0,True,606925181.0
307,Elton John,Step Into Christmas,0.526,0.925,2.0,-5.584,0.0363,0.102,8.9e-06,0.305,0.819,140.308,272394.0,Elton John - Step Into Christmas,EltonJohnVEVO,19096844.0,47486.0,True,236457156.0
308,Elton John,Goodbye Yellow Brick Road - Remastered 2014,0.559,0.473,5.0,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227,192827.0,Goodbye Yellow Brick Road (Remastered 2014),Elton John - Topic,17035966.0,209965.0,True,242563343.0
309,Elton John,Merry Christmas,0.594,0.935,0.0,-2.018,0.0357,0.243,2.36e-06,0.102,0.602,113.99,208547.0,Ed Sheeran & Elton John - Merry Christmas [Official Video],Ed Sheeran,57457813.0,809894.0,True,133344222.0
310,JAY-Z,Ni**as In Paris,0.789,0.858,1.0,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,Jay-Z & Kanye West - Ni**as In Paris (Explicit),KanyeWestVEVO,374189685.0,2521768.0,True,1054470731.0
311,JAY-Z,Empire State Of Mind,0.491,0.956,11.0,-1.538,0.392,0.0295,0.0,0.46,0.811,173.585,276920.0,JAY-Z - Empire State Of Mind ft. Alicia Keys,JayZVEVO,95231588.0,833985.0,True,678424384.0
312,JAY-Z,Numb / Encore,0.687,0.793,2.0,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045,205733.0,Numb/Encore - Linkin Park ft. Jay Z (Unofficial Music Video),Neil Collins,47752493.0,219401.0,False,778880225.0
313,JAY-Z,Run This Town,0.632,0.924,1.0,-1.802,0.29,0.281,0.0,0.263,0.441,86.844,267520.0,Jay z ft Rihanna and Kanye west - Run this town,Kayser926,17001975.0,138161.0,False,296375103.0
314,JAY-Z,No Church In The Wild,0.654,0.75,8.0,-7.509,0.105,0.246,0.0178,0.167,0.557,92.78,272507.0,"Jay-Z & Kanye West - No Church In The Wild ft. Frank Ocean, The-Dream",KanyeWestVEVO,106953199.0,826069.0,True,293182456.0
315,JAY-Z,4:44,0.261,0.852,9.0,-4.965,0.158,0.139,4.26e-05,0.477,0.431,177.997,284493.0,JAY-Z - 4:44,JayZVEVO,25189646.0,272421.0,True,73726722.0
316,JAY-Z,03' Bonnie & Clyde,0.759,0.678,9.0,-5.148,0.314,0.23,0.0,0.15,0.327,89.64,205560.0,JAY-Z - '03 Bonnie & Clyde ft. Beyoncé Knowles,JayZVEVO,22824654.0,278099.0,True,115228530.0
317,JAY-Z,Otis,0.754,0.631,7.0,-4.751,0.307,0.552,0.0,0.5,0.432,94.577,178213.0,"JAY Z, Kanye West - Otis ft. Otis Redding",KanyeWestVEVO,224971063.0,1192658.0,True,170592836.0
318,JAY-Z,Gotta Have It,0.74,0.574,4.0,-6.938,0.245,0.411,0.0,0.262,0.33,149.762,140747.0,"Jay-Z x Kanye West ""Gotta Have It"" Music Video",Sebastian Sdaigui,681129.0,6477.0,False,128273029.0
319,JAY-Z,Love All (with JAY-Z),0.73,0.576,2.0,-5.442,0.287,0.354,3.59e-05,0.15,0.155,92.131,228461.0,"Drake ft. JAY-Z ""Love All"" (Music Video)",RAPTRAX,7101653.0,51843.0,False,114490460.0
320,21 Savage,Creepin' (with The Weeknd & 21 Savage),0.715,0.62,1.0,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,221520.0,"Metro Boomin, The Weeknd, 21 Savage - Creepin' (Visualizer)",MetroBoominVEVO,17011354.0,325993.0,True,279832635.0
321,21 Savage,Rich Flex,0.561,0.52,11.0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360.0,"Drake ft. 21 Savage ""Rich Flex"" (Music Video)",RAPTRAX,3926832.0,54749.0,False,311694937.0
322,21 Savage,Jimmy Cooks (feat. 21 Savage),0.529,0.673,0.0,-4.711,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,Drake & 21 Savage - Jimmy Cooks,Drake,12454143.0,461647.0,False,413205085.0
323,21 Savage,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],0.671,0.658,2.0,-5.567,0.309,0.189,8.66e-05,0.147,0.257,87.933,207307.0,"Metro Boomin, Travis Scott, 21 Savage - Niagara Falls (Foot or 2) (Visualizer)",MetroBoominVEVO,5384334.0,96598.0,True,81603704.0
324,21 Savage,Pussy & Millions (feat. Travis Scott),0.749,0.63,4.0,-6.652,0.116,0.0623,0.0,0.353,0.445,122.03,242027.0,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video),21 Savage,24885008.0,487517.0,False,119787835.0
325,21 Savage,Glock In My Lap,0.847,0.733,10.0,-6.439,0.16,0.00574,1.04e-05,0.151,0.202,130.029,193591.0,21 Savage & Metro Boomin - Glock In My Lap (Official Music Video),21 Savage,24885008.0,487517.0,False,182739405.0
326,21 Savage,On BS,0.841,0.358,9.0,-8.368,0.591,0.0201,0.0,0.39,0.329,158.014,261544.0,"21 Savage ft. Drake ""On BS"" (Music Video)",Rap Radio,213119.0,3427.0,False,100595022.0
327,21 Savage,Major Distribution,0.908,0.546,8.0,-10.491,0.323,0.0127,0.0,0.0707,0.225,131.016,170502.0,"Drake, 21 Savage - Major Distribution (Audio)",DrakeVEVO,7706203.0,102385.0,True,107919519.0
328,21 Savage,Spin Bout U,0.773,0.701,7.0,-6.386,0.0512,0.01,0.0,0.163,0.203,129.963,214589.0,"Drake, 21 Savage ""Spin Bout U"" (Music Video)",RAPTRAX,1111996.0,8576.0,False,87618118.0
329,21 Savage,Knife Talk (with 21 Savage ft. Project Pat),0.849,0.424,5.0,-9.579,0.324,0.0635,0.0,0.0834,0.153,145.887,242966.0,"Drake - Knife Talk (Official Video) ft. 21 Savage, Project Pat",DrakeVEVO,74244853.0,796542.0,True,501420741.0
330,Kanye West,Bound 2,0.367,0.665,1.0,-2.821,0.0465,0.145,0.0,0.113,0.31,148.913,229147.0,Kanye West - Bound 2 (Explicit),KanyeWestVEVO,105206228.0,1105989.0,True,578115634.0
331,Kanye West,Heartless,0.79,0.647,10.0,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999,211000.0,Kanye West - Heartless,KanyeWestVEVO,200458945.0,1310078.0,True,720756420.0
332,Kanye West,Flashing Lights,0.639,0.628,6.0,-7.578,0.0399,0.0381,0.0,0.386,0.43,90.482,237507.0,Kanye West - Flashing Lights ft. Dwele,KanyeWestVEVO,123256878.0,959510.0,True,543286408.0
333,Kanye West,Ni**as In Paris,0.789,0.858,1.0,-5.542,0.311,0.127,0.0,0.349,0.775,140.022,219333.0,Jay-Z & Kanye West - Ni**as In Paris (Explicit),KanyeWestVEVO,374189685.0,2521768.0,True,1054470731.0
334,Kanye West,Father Stretch My Hands Pt. 1,0.724,0.573,7.0,-4.113,0.0549,0.118,0.0,0.538,0.438,113.088,135920.0,Father Stretch My Hands Pt. 1,Kanye West - Topic,47207589.0,587832.0,True,627167330.0
335,Kanye West,Stronger,0.617,0.717,10.0,-7.858,0.153,0.00564,0.0,0.408,0.49,103.992,311867.0,Kanye West - Stronger,KanyeWestVEVO,432609094.0,2878369.0,True,1123296395.0
336,Kanye West,I Wonder,0.542,0.466,0.0,-8.665,0.0831,0.141,0.000445,0.125,0.124,191.385,243440.0,I Wonder,Kanye West - Topic,13652003.0,161439.0,True,302891517.0
337,Kanye West,Violent Crimes,0.669,0.419,1.0,-6.724,0.522,0.376,0.0,0.187,0.0397,109.813,215320.0,Kanye West - Violent Crimes (Music Video),Ray Moore Jr.,343239.0,10149.0,False,335460654.0
338,Kanye West,Homecoming,0.667,0.747,1.0,-7.059,0.189,0.337,0.0,0.115,0.918,86.917,203493.0,Kanye West - Homecoming,KanyeWestVEVO,101552405.0,540229.0,True,379099876.0
339,Kanye West,Gold Digger,0.629,0.696,1.0,-5.572,0.348,0.0195,0.0,0.0554,0.623,93.034,207627.0,Kanye West - Gold Digger ft. Jamie Foxx,KanyeWestVEVO,323806093.0,1797312.0,True,853381478.0
340,Luis Miguel,Ahora Te Puedes Marchar,0.78,0.877,6.0,-3.683,0.0427,0.148,2.36e-06,0.0627,0.909,133.263,191973.0,"Luis Miguel - ""Ahora te puedes marchar"" (Video Oficial)",Warner Music México,562212517.0,2366696.0,True,473691093.0
341,Luis Miguel,La Incondicional,0.374,0.727,10.0,-4.352,0.0309,0.237,0.0,0.134,0.283,155.127,257027.0,"Luis Miguel - ""La Incondicional"" (Video Oficial)",Warner Music México,157325196.0,604843.0,True,392257514.0
342,Luis Miguel,Hasta Que Me Olvides,0.641,0.593,3.0,-7.884,0.0264,0.46,0.0,0.169,0.437,119.828,281000.0,"Luis Miguel - ""Hasta Que Me Olvides"" (Vídeo Oficial)",Luis Bibián Oficial,1006758.0,13068.0,False,303652374.0
343,Luis Miguel,La Media Vuelta,0.631,0.683,7.0,-8.788,0.0344,0.291,0.0,0.0994,0.708,97.959,161040.0,"Luis Miguel - ""La Media Vuelta"" (Video Oficial)",Warner Music México,130543675.0,344687.0,True,229810217.0
344,Luis Miguel,Culpable O No - Miénteme Como Siempre,0.54,0.367,0.0,-14.238,0.0277,0.0367,0.0,0.0433,0.252,70.276,237240.0,Luis Miguel - Culpable o No (Miénteme Como Siempre) 1988,Manquín Vintage Videos,375491.0,4708.0,False,268107480.0
345,Luis Miguel,Por Debajo De La Mesa,0.401,0.499,0.0,-7.643,0.0272,0.217,0.0,0.149,0.262,144.276,184080.0,"Luis Miguel - ""Por Debajo de la Mesa"" (Video Oficial)",Warner Music México,117161559.0,372824.0,True,235730264.0
346,Luis Miguel,Tengo Todo Excepto a Ti,0.542,0.665,0.0,-8.121,0.0297,0.522,0.0,0.177,0.417,147.977,272827.0,"Luis Miguel - ""Tengo Todo Excepto A Ti"" (Video Oficial)",Warner Music México,47486131.0,183468.0,True,189533009.0
